bits,rating,average,size,inX,inY,outX,outY,expX,expY,exactX,exactY,diff,errsize,errangle,score,cycles
7,size,0.00392749963,0x1C,0x0009,0x0041,0x03D7,0x1BBB,0x03D7,0x1BBC,3.840285637,27.73539627,1,0.01764842,1.754393,0.01778379,1615
7,angle,7.60200611,0x1C,0xFFD4,0x0041,0xF04D,0x172F,0xF04E,0x1730,-15.69585953,23.18706522,2,0.003540335,34.82896,0.006227755,1301
7,diff,0.228346457,0x1C,0x0005,0x0044,0x020D,0x1BEC,0x020E,0x1BED,2.053280405,27.92461351,2,0.01040824,16.88311,0.01171095,1275
7,cycles,1144.66083,0x1C,0xFFC1,0xFF81,0xF38F,0xE6EB,0xF38F,0xE6EB,-12.44291573,-25.08333806,0,0.006576676,5.683781,0.00701524,1647
7,exact,79.1830709,0x1C,0x0077,0x0057,0x169A,0x1086,0x169A,0x1086,22.60347073,16.5252265,0,0.00927248,2.342711,0.009453245,1604
8,score,0.00469896478,0x1C,0xFF7F,0x0012,0xE446,0x03DE,0xE445,0x03DF,-27.73133707,3.869488894,2,0.01802412,11.93225,0.01894482,1551
8,size,0.00411927687,0x1C,0x0012,0x0081,0x03DE,0x1BBA,0x03DF,0x1BBB,3.869488894,27.73133707,2,0.01802412,11.93225,0.01894482,1546
8,angle,7.51275536,0x1C,0xFFA8,0x0082,0xF04D,0x172F,0xF04E,0x1730,-15.69585953,23.18706522,2,0.003540335,34.82896,0.006227755,1288
8,diff,0.275643382,0x1C,0x0001,0x008E,0x0033,0x1BFF,0x0032,0x1C00,0.1971782093,27.99930572,2,0.01141944,15.19984,0.01259227,1542
8,cycles,1330.61603,0x1C,0xFF82,0xFF02,0xF38F,0xE6EB,0xF38F,0xE6EB,-12.44291573,-25.08333806,0,0.006576676,5.683781,0.00701524,1634
8,exact,74.6966912,0x1C,0x009F,0x00E2,0x101C,0x16E6,0x101C,0x16E6,16.11130529,22.90034589,0,0.009541091,3.540977,0.009814314,1535
9,score,0.00477870876,0x1C,0x002C,0x0105,0x04A7,0x1B9B,0x04A8,0x1B9C,4.654627595,27.6104046,2,0.01873854,10.54762,0.0195524,1641
9,size,0.00420749662,0x1C,0x002C,0x0105,0x04A7,0x1B9B,0x04A8,0x1B9C,4.654627595,27.6104046,2,0.01873854,10.54762,0.0195524,1641
9,angle,7.40290934,0x1C,0xFF50,0x0104,0xF04D,0x172F,0xF04E,0x1730,-15.69585953,23.18706522,2,0.003540335,34.82896,0.006227755,1375
9,diff,0.28702911,0x1C,0x0002,0x0107,0x0036,0x1BFF,0x0037,0x1C00,0.2129216002,27.99919042,2,0.01111287,14.44379,0.01222736,1545
9,cycles,1480.65945,0x1C,0xFF04,0xFE04,0xF38F,0xE6EB,0xF38F,0xE6EB,-12.44291573,-25.08333806,0,0.006576676,5.683781,0.00701524,1721
9,exact,73.4787794,0x1C,0xFE17,0x0173,0xE9B2,0x10EC,0xE9B2,0x10EC,-22.30659815,16.92381987,0,0.009634521,2.90688,0.009858817,1590
10,score,0.00480283917,0x1C,0x0007,0x0208,0x0060,0x1BFE,0x0060,0x1BFF,0.3768889299,27.99746336,1,0.01893125,13.39313,0.01996467,1632
10,size,0.00423456705,0x1C,0x0007,0x0208,0x0060,0x1BFE,0x0060,0x1BFF,0.3768889299,27.99746336,1,0.01893125,13.39313,0.01996467,1632
10,angle,7.36480673,0x1C,0xFEA0,0x0208,0xF04D,0x172F,0xF04E,0x1730,-15.69585953,23.18706522,2,0.003540335,34.82896,0.006227755,1362
10,diff,0.28981473,0x1C,0x0003,0x0206,0x0029,0x1BFF,0x002A,0x1C00,0.1621594426,27.99953043,2,0.01231483,14.61165,0.01344228,1608
10,cycles,1526.42066,0x1C,0xFE08,0xFC08,0xF38F,0xE6EB,0xF38F,0xE6EB,-12.44291573,-25.08333806,0,0.006576676,5.683781,0.00701524,1708
10,exact,73.1484451,0x1C,0xFC2F,0x02C0,0xE949,0x105E,0xE949,0x105E,-22.71678566,16.36910655,0,0.009633548,3.106752,0.009873266,1267
11,score,0.00755611814,0x1C,0x000D,0x0404,0x0062,0x1BFE,0x005B,0x1BFF,0.354057294,27.9977614,8,0.01855361,212.3698,0.03494017,1539
11,size,0.00424162028,0x1C,0x000D,0x040F,0x0060,0x1BFE,0x005A,0x1BFF,0.3503094428,27.99780854,7,0.01893125,182.4238,0.03300717,1619
11,angle,42.9558922,0x1C,0x007F,0x040E,0x036E,0x1BCA,0x0367,0x1BCB,3.400461505,27.79274836,8,0.0003347597,217.0009,0.01707866,1313
11,diff,1.91741341,0x1C,0x00E9,0x0416,0x061D,0x1B52,0x0616,0x1B55,6.08788465,27.33016027,10,0.01456211,198.4129,0.02987174,1591
11,cycles,1528.29238,0x1C,0xFC10,0xF810,0xF38F,0xE6EB,0xF38F,0xE6EB,-12.44291573,-25.08333806,0,0.006576676,5.683781,0.00701524,1695
11,exact,36.5422827,0x1C,0xF85E,0x0580,0xE949,0x105E,0xE949,0x105E,-22.71678566,16.36910655,0,0.009633548,3.106752,0.009873266,1254
12,score,0.00841061008,0x1C,0x0126,0x07FF,0x03F3,0x1BB7,0x03FB,0x1BB7,3.980647867,27.71559926,8,0.01856723,228.4253,0.03619264,1317
12,size,0.00424323646,0x1C,0x001A,0x081E,0x0060,0x1BFE,0x005A,0x1BFF,0.3503094428,27.99780854,7,0.01893125,182.4238,0.03300717,1606
12,angle,54.0091621,0x1C,0x07FF,0x02D6,0x1A66,0x0954,0x1A64,0x095C,26.38941824,9.359412626,10,0.006925083,239.4514,0.02540128,1306
12,diff,2.426502,0x1C,0x023A,0x0811,0x077B,0x1AFB,0x0773,0x1AFE,7.450200203,26.99063758,11,0.006179611,234.8847,0.02430343,1454
12,cycles,1518.92283,0x1C,0xF81F,0xF01F,0xF38F,0xE6EB,0xF38E,0xE6EB,-12.44541103,-25.08210008,1,0.006576676,26.20362,0.008598561,1682
12,exact,19.513483,0x1C,0x0B39,0x0BF5,0x1329,0x146A,0x1329,0x146A,19.16210711,20.41601457,0,0.009851552,0.6375327,0.009900744,1483
13,score,0.00863875987,0x1C,0xF002,0x024D,0xE449,0x03F3,0xE449,0x03FD,-27.71464584,3.987280508,10,0.01856723,277.7876,0.04000146,1309
13,size,0.00424338122,0x1C,0x0034,0x103C,0x0060,0x1BFE,0x005A,0x1BFF,0.3503094428,27.99780854,7,0.01893125,182.4238,0.03300717,1593
13,angle,56.9641073,0x1C,0x05AD,0x0FFE,0x0954,0x1A66,0x095D,0x1A63,9.365137625,26.38738709,12,0.006925083,284.2009,0.02885416,1304
13,diff,2.56192455,0x1C,0x07AD,0x0FFE,0x0C15,0x1942,0x0C1E,0x193E,12.11586854,25.24293425,13,0.004300385,272.1591,0.02530032,1304
13,cycles,1506.81561,0x1C,0xF03D,0xE03D,0xF38F,0xE6EB,0xF38E,0xE6EB,-12.44665809,-25.08148127,1,0.006576676,36.459,0.009389871,1669
13,exact,14.1279063,0x1C,0x1211,0x16E9,0x1156,0x15FC,0x1156,0x15FC,17.33788284,21.9863098,0,0.009727951,2.427371,0.009915248,1470
14,score,0.00869687904,0x1C,0x1FFC,0x049B,0x1BB7,0x03F3,0x1BB7,0x03FE,27.71416856,3.990596572,11,0.01856723,302.4674,0.04190577,1280
14,size,0.00424328783,0x1C,0x0068,0x2078,0x0060,0x1BFE,0x005A,0x1BFF,0.3503094428,27.99780854,7,0.01893125,182.4238,0.03300717,1580
14,angle,57.718542,0x1C,0xF975,0x1FFC,0xFA6E,0x1B70,0xFA63,0x1B6F,-5.611679286,27.4318985,12,0.00989924,306.8503,0.03357596,1327
14,diff,2.59467944,0x1C,0x0DAB,0x1FFC,0x0AF7,0x19C3,0x0B01,0x19BF,11.00278875,25.74759483,14,0.006763531,297.9453,0.02975314,1287
14,cycles,1494.03149,0x1C,0xE079,0xC079,0xF38F,0xE6EB,0xF38D,0xE6EB,-12.44728146,-25.08117191,2,0.006576676,41.58555,0.009785438,1656
14,exact,12.7215094,0x1C,0xD0FC,0x26E3,0xEA6D,0x11D8,0xEA6D,0x11D8,-21.57617132,17.84569504,0,0.009800944,1.873807,0.009945527,1233
15,score,0.00871148905,0x1C,0x3FF8,0x0937,0x1BB7,0x03F3,0x1BB7,0x03FE,27.71392978,3.99225454,11,0.01856723,314.807,0.0428579,1267
15,size,0.00424319971,0x1C,0x00D0,0x40F0,0x0060,0x1BFE,0x005A,0x1BFF,0.3503094428,27.99780854,7,0.01893125,182.4238,0.03300717,1567
15,angle,57.9090299,0x1C,0x3FF8,0x0D17,0x1B70,0x0592,0x1B6E,0x059D,27.43156955,5.613287101,13,0.00989924,318.9397,0.03450879,1287
15,diff,2.60164255,0x1C,0x15F7,0x3FF8,0x090E,0x1A7F,0x0918,0x1A7B,9.093193937,26.48233041,14,0.001935551,301.2074,0.02517686,1214
15,cycles,1481.08182,0x1C,0xC0F1,0x80F1,0xF38F,0xE6EB,0xF38D,0xE6EB,-12.44759312,-25.08101724,2,0.006576676,44.14854,0.0099832,1643
15,exact,12.360623,0x1C,0x3D3E,0x615D,0x0EE8,0x17B3,0x0EE8,0x17B3,14.90820275,23.70117066,0,0.009614083,4.521173,0.009962939,1555
16,score,0.00871729521,0x1C,0x7FF0,0x126F,0x1BB7,0x03F3,0x1BB7,0x03FE,27.71381035,3.993083508,11,0.01856723,320.9767,0.04333396,1254
16,size,0.00424472311,0x1C,0x1220,0x8000,0x03F3,0xE449,0x03ED,0xE447,3.925682152,-27.72343809,8,0.01856723,180.5821,0.03250104,1254
16,angle,57.9645344,0x1C,0x1A2F,0x7FF0,0x0592,0x1B70,0x059D,0x1B6E,5.614090986,27.43140504,13,0.00989924,324.9844,0.03497519,1285
16,diff,2.60406197,0x1C,0x212F,0x7FF0,0x06FD,0x1B1D,0x0708,0x1B1A,7.029841004,27.10316099,14,0.002162334,315.0724,0.02647347,1257
16,cycles,1480.82958,0x1C,0x81D1,0x8001,0xEC5C,0xEC0C,0xEC58,0xEC0F,-19.65730783,-19.93966522,7,0.0075674,157.1397,0.01969237,1322
16,exact,12.3545458,0x1C,0x800B,0x52F6,0xE882,0x0F3B,0xE882,0x0F3B,-23.49411924,15.23241153,0,0.009563475,4.267458,0.009892754,1262
5,score,0.00365076863,0x1D,0xFFE7,0x0017,0xEAA8,0x13A3,0xEAA8,0x13A2,-21.34199934,19.63463939,1,0.009297269,2.453382,0.009486573,829
5,size,0.00317405713,0x1D,0x0017,0x0019,0x13A3,0x1558,0x13A2,0x1558,19.63463939,21.34199934,1,0.009297269,2.453382,0.009486573,813
5,angle,6.17818105,0x1D,0x0013,0x001B,0x10B1,0x17B7,0x10B0,0x17B7,16.68930878,23.71638616,1,0.0001868795,18.51388,0.00161542,813
5,diff,0.0584677419,0x1D,0x0001,0x000C,0x0268,0x1CE6,0x0269,0x1CE6,2.408318916,28.89982699,1,0.005367028,13.84451,0.006435278,837
5,cycles,836.296875,0x1D,0xFFFF,0xFFFF,0xEB7E,0xEB7E,0xEB7E,0xEB7E,-20.50609665,-20.50609665,0,0.00836749,0,0.00836749,897
5,exact,94.1532258,0x1D,0x000D,0x000A,0x16FC,0x11AE,0x16FC,0x11AE,22.98609568,17.68161206,0,0.008749239,3.388278,0.00901068,826
6,score,0.00372477661,0x1D,0x0031,0x0017,0x1A41,0x0C53,0x1A40,0x0C53,26.25187138,12.32230697,1,0.00915304,6.158782,0.009628255,800
6,size,0.00322284774,0x1D,0x001A,0x0021,0x11F2,0x16C7,0x11F3,0x16C7,17.94729457,22.77925849,1,0.009416078,2.645548,0.00962021,811
6,angle,6.50499814,0x1D,0xFFDF,0x0025,0xECB2,0x15A4,0xECB2,0x15A4,-19.30283056,21.6425676,0,0.0007366339,19.05366,0.002206824,816
6,diff,0.064484127,0x1D,0x0007,0x0020,0x0633,0x1C54,0x0632,0x1C55,6.197209485,28.3301005,2,0.005173789,16.96445,0.006482774,811
6,cycles,823.648438,0x1D,0xFFE1,0xFFC1,0xF332,0xE5FB,0xF332,0xE5FB,-12.80372189,-26.02046706,0,0.001425192,9.101181,0.002127444,843
6,exact,93.6011905,0x1D,0x0027,0x001E,0x16FC,0x11AE,0x16FC,0x11AE,22.98609568,17.68161206,0,0.008749239,3.388278,0.00901068,800
7,score,0.00436187157,0x1D,0x0015,0x0047,0x0839,0x1BCE,0x083A,0x1BCF,8.225224814,27.80909342,2,0.01708096,8.632164,0.01774702,1619
7,size,0.00379559135,0x1D,0x0015,0x0047,0x0839,0x1BCE,0x083A,0x1BCF,8.225224814,27.80909342,2,0.01708096,8.632164,0.01774702,1619
7,angle,7.33899158,0x1D,0x0032,0x0043,0x1159,0x173D,0x1158,0x173E,17.34444797,23.24156029,2,0.002443976,32.23755,0.004931441,1289
7,diff,0.243725394,0x1D,0x0001,0x006E,0x0044,0x1CFF,0x0043,0x1D00,0.2636254702,28.99880173,2,0.009274544,14.39765,0.01038547,1275
7,cycles,1148.66083,0x1D,0xFFC1,0xFF81,0xF31D,0xE605,0xF31D,0xE605,-12.88730558,-25.97917156,0,0.003107955,7.838938,0.003712811,1651
7,exact,77.7682087,0x1D,0x0047,0x0065,0x10AD,0x17B9,0x10AD,0x17B9,16.67766968,23.72457237,0,0.009150249,3.150895,0.009393374,1608
8,score,0.00460649277,0x1D,0x000A,0x0089,0x021C,0x1CEB,0x021C,0x1CEC,2.1111717,28.92305229,1,0.01793386,10.11488,0.01871433,1550
8,size,0.00404510607,0x1D,0x000A,0x0089,0x021C,0x1CEB,0x021C,0x1CEC,2.1111717,28.92305229,1,0.01793386,10.11488,0.01871433,1550
8,angle,7.27557168,0x1D,0x0064,0x0086,0x1159,0x173D,0x1158,0x173E,17.34444797,23.24156029,2,0.002443976,32.23755,0.004931441,1276
8,diff,0.294730392,0x1D,0x0001,0x0096,0x0032,0x1CFF,0x0031,0x1D00,0.1933290372,28.99935558,2,0.01120159,14.26348,0.01230217,1546
8,cycles,1334.61603,0x1D,0xFF82,0xFF02,0xF31D,0xE605,0xF31D,0xE605,-12.88730558,-25.97917156,0,0.003107955,7.838938,0.003712811,1638
8,exact,72.9258578,0x1D,0x00EB,0x00FD,0x13BC,0x153F,0x13BC,0x153F,19.73630297,21.24801979,0,0.009390674,0.7242198,0.009446555,1511
9,score,0.004701555,0x1D,0xFEF9,0x001D,0xE32E,0x032D,0xE32D,0x032E,-28.82529148,3.178454194,2,0.01807541,15.01833,0.01923423,1594
9,size,0.00414786884,0x1D,0x001D,0x0107,0x032D,0x1CD2,0x032E,0x1CD3,3.178454194,28.82529148,2,0.01807541,15.01833,0.01923423,1589
9,angle,7.17577261,0x1D,0xFF25,0x0100,0xED27,0x160A,0xED26,0x1609,-18.85167403,22.03666005,2,0.002709787,32.82387,0.005242493,1345
9,diff,0.30553602,0x1D,0x0002,0x012C,0x0032,0x1CFF,0x0031,0x1D00,0.1933290372,28.99935558,2,0.01120159,14.26348,0.01230217,1633
9,cycles,1484.65945,0x1D,0xFF04,0xFE04,0xF31D,0xE605,0xF31D,0xE605,-12.88730558,-25.97917156,0,0.003107955,7.838938,0.003712811,1725
9,exact,71.8191964,0x1D,0x0103,0x012C,0x12F3,0x15F3,0x12F3,0x15F3,18.95116589,21.9511574,0,0.009447832,1.472264,0.009561433,1634
10,score,0.00473869689,0x1D,0x0078,0x0203,0x0694,0x1C3D,0x0695,0x1C3E,6.58099022,28.24341636,2,0.01948725,11.5613,0.02037932,1576
10,size,0.00418820459,0x1D,0x0078,0x0203,0x0694,0x1C3D,0x0695,0x1C3E,6.58099022,28.24341636,2,0.01948725,11.5613,0.02037932,1576
10,angle,7.13438023,0x1D,0x0170,0x0209,0x10BC,0x17AF,0x10BB,0x17B0,16.7309519,23.68702701,2,0.002858569,33.97575,0.005480155,1330
10,diff,0.307159931,0x1D,0x0003,0x0200,0x002C,0x1CFF,0x002B,0x1D00,0.1699189582,28.99950219,2,0.0117133,14.05596,0.01279787,1284
10,cycles,1530.42066,0x1D,0xFE08,0xFC08,0xF31D,0xE605,0xF31D,0xE605,-12.88730558,-25.97917156,0,0.003107955,7.838938,0.003712811,1712
10,exact,71.6254658,0x1D,0x0393,0x0256,0x1846,0x0FDD,0x1846,0x0FDD,24.27538992,15.86522751,0,0.009307206,3.990932,0.009615148,1605
11,score,0.00750308443,0x1D,0xFC00,0x000D,0xE302,0x0066,0xE301,0x005E,-28.9976633,0.3681343974,9,0.01749924,216.0481,0.03416962,1308
11,size,0.00419860624,0x1D,0x00EF,0x0405,0x0694,0x1C3D,0x0690,0x1C40,6.561017491,28.24806276,7,0.01948725,134.2898,0.02984911,1563
11,angle,42.8260373,0x1D,0xFC00,0x000D,0xE302,0x0066,0xE301,0x005E,-28.9976633,0.3681343974,9,0.01749924,216.0481,0.03416962,1308
11,diff,1.98912554,0x1D,0x002B,0x040A,0x013C,0x1CF8,0x0134,0x1CFA,1.204954656,28.97495616,10,0.01711453,210.9441,0.03339108,1611
11,cycles,1532.29238,0x1D,0xFC10,0xF810,0xF31D,0xE605,0xF31D,0xE605,-12.88730558,-25.97917156,0,0.003107955,7.838938,0.003712811,1699
11,exact,35.6898802,0x1D,0x0726,0x04AC,0x1846,0x0FDD,0x1846,0x0FDD,24.27538992,15.86522751,0,0.009307206,3.990932,0.009615148,1592
12,score,0.00836318288,0x1D,0xF801,0x00A6,0xE319,0x0250,0xE318,0x0258,-28.90511165,2.344039342,9,0.01824599,222.0414,0.03537881,1326
12,size,0.0042010417,0x1D,0x01DE,0x080A,0x0694,0x1C3D,0x0690,0x1C40,6.561017491,28.24806276,7,0.01948725,134.2898,0.02984911,1550
12,angle,53.9413498,0x1D,0x029E,0x07FF,0x08FD,0x1B92,0x0905,0x1B90,9.021017228,27.56122726,10,0.005271769,241.3995,0.02389827,1321
12,diff,2.51444893,0x1D,0x041E,0x07FF,0x0D3F,0x19CC,0x0D47,0x19C8,13.27561308,25.7829032,12,0.003700461,232.1677,0.02161464,1326
12,cycles,1522.92283,0x1D,0xF81F,0xF01F,0xF31D,0xE605,0xF31C,0xE606,-12.88989,-25.97788936,2,0.003107955,28.35878,0.005296132,1686
12,exact,18.8819044,0x1D,0x0E4C,0x0958,0x1846,0x0FDD,0x1846,0x0FDD,24.27538992,15.86522751,0,0.009307206,3.990932,0.009615148,1579
13,score,0.00859356739,0x1D,0xF002,0x014D,0xE319,0x0250,0xE318,0x025A,-28.904542,2.351053367,11,0.01824599,272.0934,0.03924085,1313
13,size,0.00420139377,0x1D,0x03BC,0x1014,0x0694,0x1C3D,0x0690,0x1C40,6.561017491,28.24806276,7,0.01948725,134.2898,0.02984911,1537
13,angle,56.9225702,0x1D,0x053D,0x0FFE,0x08FD,0x1B92,0x0907,0x1B8F,9.027097245,27.55923648,13,0.005271769,286.9032,0.02740936,1308
13,diff,2.65409309,0x1D,0x04A5,0x0FFE,0x080D,0x1BDC,0x0817,0x1BD9,8.088126509,27.84927664,13,0.002386822,275.1201,0.02361522,1300
13,cycles,1510.81561,0x1D,0xF03D,0xE03D,0xF31D,0xE605,0xF31C,0xE606,-12.89118159,-25.97724845,2,0.003107955,38.61416,0.006087442,1673
13,exact,13.5506032,0x1D,0x1007,0x1886,0x0FDD,0x1846,0x0FDD,0x1846,15.86523047,24.27538799,0,0.009307206,4.016093,0.00961709,1314
14,score,0.00865252624,0x1D,0xE004,0x029B,0xE319,0x0250,0xE319,0x025B,-28.90425654,2.354560224,11,0.01824599,297.1187,0.04117182,1300
14,size,0.00420135348,0x1D,0x0778,0x2028,0x0694,0x1C3D,0x0690,0x1C40,6.561017491,28.24806276,7,0.01948725,134.2898,0.02984911,1524
14,angle,57.687199,0x1D,0x0A7B,0x1FFC,0x08FD,0x1B92,0x0908,0x1B8F,9.030136759,27.55824069,14,0.005271769,309.6526,0.02916472,1295
14,diff,2.6879057,0x1D,0x0A7B,0x1FFC,0x08FD,0x1B92,0x0908,0x1B8F,9.030136759,27.55824069,14,0.005271769,309.6526,0.02916472,1295
14,cycles,1498.03149,0x1D,0xE079,0xC079,0xF31D,0xE605,0xF31C,0xE606,-12.89182723,-25.97692805,2,0.003107955,43.74071,0.006483009,1660
14,exact,12.156304,0x1D,0xD44F,0x2241,0xE92E,0x11E4,0xE92E,0x11E4,-22.82226515,17.89257426,0,0.009446018,2.342123,0.009626737,1565
15,score,0.00866745798,0x1D,0xC008,0x0537,0xE319,0x0250,0xE319,0x025B,-28.90411365,2.356313613,11,0.01824599,309.6312,0.04213728,1287
15,size,0.00420127927,0x1D,0x0EF0,0x4050,0x0694,0x1C3D,0x0690,0x1C40,6.561017491,28.24806276,7,0.01948725,134.2898,0.02984911,1511
15,angle,57.8816761,0x1D,0x14F7,0x3FF8,0x08FD,0x1B92,0x0908,0x1B8F,9.031656392,27.5577427,14,0.005271769,321.0267,0.03004235,1282
15,diff,2.69511122,0x1D,0x1797,0x3FF8,0x09FE,0x1B39,0x0A09,0x1B35,10.03384757,27.20885707,15,0.004945167,311.9835,0.02901797,1274
15,cycles,1485.08182,0x1D,0xC0F1,0x80F1,0xF31D,0xE605,0xF31C,0xE606,-12.89215001,-25.97676785,2,0.003107955,46.3037,0.006680771,1647
15,exact,11.7975949,0x1D,0xA245,0x497C,0xE92E,0x11E4,0xE92E,0x11E4,-22.82226246,17.89257768,0,0.009446018,2.373062,0.009629124,1480
16,score,0.00867317462,0x1D,0x8010,0x0A6F,0xE319,0x0250,0xE319,0x025B,-28.90404217,2.357190298,11,0.01824599,315.8874,0.04262001,1274
16,size,0.00420270562,0x1D,0x0A20,0x8000,0x0250,0xE319,0x0249,0xE317,2.286802143,-28.90969623,9,0.01824599,186.3667,0.03262613,1258
16,angle,57.9372783,0x1D,0x29EF,0x7FF0,0x08FD,0x1B92,0x0908,0x1B8F,9.032416178,27.55749368,14,0.005271769,326.7136,0.03048115,1269
16,diff,2.69762296,0x1D,0x2C6F,0x7FF0,0x0979,0x1B69,0x0984,0x1B65,9.514412394,27.39481624,15,0.002846694,316.3422,0.02725582,1205
16,cycles,1484.82958,0x1D,0x81D1,0x8001,0xEBA8,0xEB55,0xEBA4,0xEB59,-20.35935453,-20.65179612,8,0.001967657,159.791,0.01429721,1326
16,exact,11.7917447,0x1D,0x4E80,0x7FFD,0x0F29,0x18B8,0x0F29,0x18B8,15.16210115,24.72065308,0,0.009100349,4.715479,0.009464198,1270
5,score,0.0035687266,0x1E,0xFFE1,0x0014,0xE6CA,0x1044,0xE6CB,0x1044,-25.20889945,16.26380609,1,0.008995499,2.911761,0.009220172,829
5,size,0.00311737564,0x1E,0x0014,0x001F,0x1044,0x1936,0x1044,0x1935,16.26380609,25.20889945,1,0.008995499,2.911761,0.009220172,813
5,angle,5.84950833,0x1E,0xFFE6,0x0012,0xE756,0x1114,0xE756,0x1114,-24.66576575,17.07629936,0,0.001203756,16.98631,0.002514429,829
5,diff,0.0705645161,0x1E,0x0001,0x0006,0x04EF,0x1D97,0x04EF,0x1D98,4.931969619,29.59181771,1,0.005600132,13.24673,0.006622256,850
5,cycles,836.296875,0x1E,0xFFFF,0xFFFF,0xEAC9,0xEAC9,0xEAC9,0xEAC9,-21.21320344,-21.21320344,0,0.007732516,0,0.007732516,897
5,exact,92.9435484,0x1E,0xFFE3,0x000C,0xE448,0x0B78,0xE448,0x0B78,-27.72050497,11.47055378,0,0.00770429,6.84651,0.00823257,829
6,score,0.00368560833,0x1E,0xFFD2,0x002B,0xEA16,0x147C,0xEA16,0x147D,-21.91580818,20.48651634,1,0.009125172,2.559371,0.009322655,816
6,size,0.00321292151,0x1E,0x0032,0x0039,0x13C8,0x168D,0x13C8,0x168E,19.78313455,22.55277339,1,0.009134498,0.708496,0.009189166,800
6,angle,6.12602119,0x1E,0x002B,0x0033,0x1356,0x16F0,0x1357,0x16F0,19.33791758,22.93566968,1,0.000410291,18.51996,0.0018393,800
6,diff,0.0699404762,0x1E,0x0003,0x0029,0x0231,0x1DEB,0x0230,0x1DEC,2.189269149,29.92001171,2,0.006271559,15.68047,0.007481472,811
6,cycles,823.648438,0x1E,0xFFE1,0xFFC1,0xF2C1,0xE515,0xF2C1,0xE515,-13.24522954,-26.91772454,0,0.002002272,4.590003,0.002356439,843
6,exact,93.0555556,0x1E,0x0017,0x0025,0x0FD7,0x197B,0x0FD7,0x197B,15.83802363,25.47855976,0,0.008607282,3.698535,0.008892663,811
7,score,0.00426940532,0x1E,0xFFBF,0x000B,0xE26D,0x0501,0xE26C,0x0501,-29.57942656,5.005749111,1,0.01814095,6.519553,0.01864401,1624
7,size,0.00372478474,0x1E,0x000B,0x0041,0x0501,0x1D93,0x0501,0x1D94,5.005749111,29.57942656,1,0.01814095,6.519553,0.01864401,1619
7,angle,7.05828271,0x1E,0x002C,0x0041,0x10D2,0x18D7,0x10D1,0x18D8,16.81699236,24.84328416,2,0.003291714,32.16477,0.005773564,1289
7,diff,0.252214567,0x1E,0x0003,0x0043,0x0157,0x1DF7,0x0158,0x1DF8,1.341939028,29.96997163,2,0.01738805,12.8168,0.018377,1619
7,cycles,1148.66083,0x1E,0xFFC1,0xFF81,0xF2AB,0xE520,0xF2AB,0xE520,-13.33169542,-26.87500506,0,0.0004823461,2.083906,0.0006431413,1651
7,exact,77.2022638,0x1E,0x002E,0x004A,0x0FD7,0x197B,0x0FD7,0x197B,15.83802363,25.47855976,0,0.008607282,3.698535,0.008892663,798
8,score,0.00450982412,0x1E,0xFF7E,0x0016,0xE26D,0x0501,0xE26C,0x0501,-29.57942656,5.005749111,1,0.01814095,6.519553,0.01864401,1611
8,size,0.00396712981,0x1E,0x0016,0x0082,0x0501,0x1D93,0x0501,0x1D94,5.005749111,29.57942656,1,0.01814095,6.519553,0.01864401,1606
8,angle,7.03331827,0x1E,0x0058,0x0082,0x10D2,0x18D7,0x10D1,0x18D8,16.81699236,24.84328416,2,0.003291714,32.16477,0.005773564,1276
8,diff,0.306188725,0x1E,0x0002,0x008B,0x006F,0x1DFE,0x006E,0x1DFF,0.4316100008,29.99689505,2,0.01559485,14.1057,0.01668325,1546
8,cycles,1334.61603,0x1E,0xFF82,0xFF02,0xF2AB,0xE520,0xF2AB,0xE520,-13.33169542,-26.87500506,0,0.0004823461,2.083906,0.0006431413,1638
8,exact,72.0404412,0x1E,0xFF07,0x00D1,0xE906,0x1349,0xE906,0x1349,-22.97841613,19.2871043,0,0.008907291,2.06558,0.009066672,1527
9,score,0.00458728596,0x1E,0xFEFC,0x002C,0xE26D,0x0501,0xE26C,0x0501,-29.57942656,5.005749111,1,0.01814095,6.519553,0.01864401,1698
9,size,0.00405102503,0x1E,0x002C,0x0104,0x0501,0x1D93,0x0501,0x1D94,5.005749111,29.57942656,1,0.01814095,6.519553,0.01864401,1693
9,angle,6.94994158,0x1E,0x00B0,0x0104,0x10D2,0x18D7,0x10D1,0x18D8,16.81699236,24.84328416,2,0.003291714,32.16477,0.005773564,1363
9,diff,0.313791891,0x1E,0x0003,0x0131,0x004B,0x1DFF,0x004C,0x1E00,0.2950676939,29.99854888,2,0.008251955,14.26573,0.009352705,1585
9,cycles,1484.65945,0x1E,0xFF04,0xFE04,0xF2AB,0xE520,0xF2AB,0xE520,-13.33169542,-26.87500506,0,0.0004823461,2.083906,0.0006431413,1725
9,exact,71.2038283,0x1E,0xFEED,0x015F,0xED80,0x179D,0xED80,0x179D,-18.50194394,23.61520845,0,0.00905311,2.349261,0.00923438,1594
10,score,0.0046274125,0x1E,0x0056,0x0201,0x04F5,0x1D95,0x04F6,0x1D96,4.960025371,29.58712809,2,0.01840549,14.51157,0.01952521,1520
10,size,0.00409334356,0x1E,0x0017,0x0205,0x0155,0x1DF7,0x0155,0x1DF8,1.333304084,29.97035703,1,0.01854793,7.05933,0.01909263,1660
