bits,rating,average,size,inX,inY,outX,outY,expX,expY,exactX,exactY,diff,errsize,errangle,score,cycles
8,exact,32.4571078,0x62,0x00D7,0x00E7,0x42C4,0x47BC,0x42C4,0x47BC,66.76754246,71.7362898,0,0.002763271,0.2084308,0.002779353,1571
9,score,0.00312329744,0x62,0xFFF4,0x0100,0xFB6A,0x61E1,0xFB69,0x61E4,-4.588711457,97.89251109,4,0.01399978,4.491913,0.01434637,1429
9,size,0.00287860709,0x62,0x000C,0x0100,0x0496,0x61E1,0x0497,0x61E4,4.588711457,97.89251109,4,0.01399978,4.491913,0.01434637,1413
9,angle,3.17118691,0x62,0xFF70,0x0104,0xD083,0x55B9,0xD085,0x55BB,-47.48098314,85.7295529,4,0.002547666,20.47072,0.004127196,1439
9,diff,1.02669398,0x62,0x001B,0x0108,0x09F7,0x617B,0x09F9,0x617E,9.97071751,97.4914601,5,0.01176715,9.946077,0.01253459,1389
9,cycles,1544.65945,0x62,0xFF04,0xFE04,0xD473,0xA836,0xD473,0xA835,-43.55020505,-87.7916832,1,0.002134331,3.537706,0.002407302,1785
9,exact,28.543909,0x62,0x01B7,0x01CB,0x43BC,0x46D2,0x43BC,0x46D2,67.73631594,70.82225288,0,0.002799814,0.1294501,0.002809803,1638
10,score,0.00321225569,0x62,0x0048,0x0201,0x0D9E,0x6109,0x0D9F,0x610C,13.62088558,97.04880976,4,0.01432139,3.714359,0.01460799,1572
10,size,0.00297572345,0x62,0x0019,0x0204,0x04BE,0x61DF,0x04BE,0x61E3,4.74249909,97.88518122,4,0.01437351,0.7799357,0.01443369,1676
10,angle,3.0654578,0x62,0xFEE0,0x0208,0xD083,0x55B9,0xD085,0x55BB,-47.48098314,85.7295529,4,0.002547666,20.47072,0.004127196,1426
10,diff,1.04091062,0x62,0x0036,0x0210,0x09F7,0x617B,0x09F9,0x617E,9.97071751,97.4914601,5,0.01176715,9.946077,0.01253459,1376
10,cycles,1590.42066,0x62,0xFE08,0xFC08,0xD473,0xA836,0xD473,0xA835,-43.55020505,-87.7916832,1,0.002134331,3.537706,0.002407302,1772
10,exact,27.4821679,0x62,0x01E7,0x029C,0x39BB,0x4F30,0x39BB,0x4F30,57.73242153,79.18944061,0,0.002773995,0.9150055,0.002844598,1676
11,score,0.00615724145,0x62,0x0031,0x0408,0x04BE,0x61DF,0x04A6,0x61E4,4.64786463,97.88972037,29,0.01437351,200.1901,0.02982028,1663
11,size,0.00299966852,0x62,0x0031,0x0407,0x04BE,0x61DF,0x04A7,0x61E4,4.652362588,97.8895067,28,0.01437351,190.7124,0.02908898,1663
11,angle,40.9221452,0x62,0x007F,0x0410,0x0BFA,0x6144,0x0BE1,0x6147,11.87906416,97.27737576,28,0.0002074964,206.6933,0.01615606,1397
11,diff,6.72293861,0x62,0x0095,0x040A,0x0E12,0x60F9,0x0DFA,0x6100,13.97748146,96.99809283,31,0.01213238,201.0483,0.02764536,1655
11,cycles,1592.29238,0x62,0xFC10,0xF810,0xD473,0xA836,0xD473,0xA835,-43.55020505,-87.7916832,1,0.002134331,3.537706,0.002407302,1759
11,exact,12.7544254,0x62,0x03CE,0x0538,0x39BB,0x4F30,0x39BB,0x4F30,57.73242153,79.18944061,0,0.002773995,0.9150055,0.002844598,1663
12,score,0.00710329623,0x62,0xF7FB,0x011E,0x9EF7,0x0D9E,0x9EF0,0x0D86,-97.06268712,13.52164078,31,0.01432139,207.2027,0.03030925,1551
12,size,0.00300580847,0x62,0x0062,0x080E,0x04BE,0x61DF,0x04A7,0x61E4,4.652362588,97.8895067,28,0.01437351,190.7124,0.02908898,1650
12,angle,53.1034413,0x62,0x07FF,0x02DA,0x5C56,0x20D0,0x5C4E,0x20EB,92.30600055,32.91811451,35,0.007364337,230.5577,0.02515428,1366
12,diff,8.49832563,0x62,0x0302,0x0815,0x2247,0x5BCE,0x222E,0x5BD9,34.18134456,91.84571674,36,0.005013966,219.496,0.02195038,1558
12,cycles,1582.92283,0x62,0xF81F,0xF01F,0xD473,0xA836,0xD471,0xA836,-43.55893862,-87.78735026,2,0.002134331,16.98214,0.003444681,1746
12,exact,5.53194648,0x62,0x079C,0x0A70,0x39BB,0x4F30,0x39BB,0x4F30,57.73242153,79.18944061,0,0.002773995,0.9150055,0.002844598,1650
13,score,0.00736415045,0x62,0xF002,0x00C5,0x9E1F,0x0496,0x9E1D,0x04B6,-97.88673924,4.710231468,34,0.01399978,260.5487,0.03410384,1393
13,size,0.00300715932,0x62,0x00C4,0x101C,0x04BE,0x61DF,0x04A7,0x61E4,4.652362588,97.8895067,28,0.01437351,190.7124,0.02908898,1637
13,angle,56.466605,0x62,0x05B5,0x0FFE,0x20D0,0x5C56,0x20F0,0x5C4D,32.93811494,92.29886556,41,0.007364337,275.2519,0.02860291,1364
13,diff,8.97034267,0x62,0x05CD,0x0FFE,0x214B,0x5C2A,0x216B,0x5C20,33.41673063,92.12666343,42,0.007100498,271.7357,0.02806776,1368
13,cycles,1570.81561,0x62,0xF03D,0xE03D,0xD473,0xA836,0xD470,0xA837,-43.5633033,-87.78518443,4,0.002134331,27.23751,0.004235991,1733
13,exact,2.86771914,0x62,0x0F38,0x14E0,0x39BB,0x4F30,0x39BB,0x4F30,57.73242153,79.18944061,0,0.002773995,0.9150055,0.002844598,1637
14,score,0.00743216273,0x62,0xE004,0x018B,0x9E1F,0x0496,0x9E1D,0x04B9,-97.88616459,4.722158648,37,0.01399978,285.6814,0.03604309,1380
14,size,0.00300740515,0x62,0x0188,0x2038,0x04BE,0x61DF,0x04A7,0x61E4,4.652362588,97.8895067,28,0.01437351,190.7124,0.02908898,1624
14,angle,57.3448583,0x62,0xE004,0x0B6B,0xA3AA,0x20D0,0xA3B4,0x20F3,-92.29529686,32.94811342,45,0.007364337,297.5965,0.03032703,1356
14,diff,9.08448331,0x62,0x0B0B,0x1FFC,0x1FDB,0x5CAE,0x1FFC,0x5CA2,31.98299651,92.63416181,45,0.001537704,284.9838,0.0235272,894
14,cycles,1558.03149,0x62,0xE079,0xC079,0xD473,0xA836,0xD46F,0xA837,-43.56548512,-87.78410167,5,0.002134331,32.36406,0.004631558,1720
14,exact,2.06302278,0x62,0xD5C3,0x3AFC,0xC6F2,0x4FAD,0xC6F2,0x4FAD,-57.05663888,79.67772562,0,0.002772407,0.9566648,0.002846223,1335
15,score,0.00744953271,0x62,0xFCE9,0x3FF8,0xFB6A,0x61E1,0xFB46,0x61E3,-4.728122159,97.88587672,38,0.01399978,298.2477,0.03701271,1378
15,size,0.00300742069,0x62,0x0310,0x4070,0x04BE,0x61DF,0x04A7,0x61E4,4.652362588,97.8895067,28,0.01437351,190.7124,0.02908898,1611
15,angle,57.5697717,0x62,0x3FF8,0x0AD7,0x60A3,0x103A,0x609F,0x1060,96.62255527,16.37320413,42,0.01063811,309.3184,0.03450526,1327
15,diff,9.10880086,0x62,0x16D7,0x3FF8,0x20D0,0x5C56,0x20F4,0x5C4B,32.95311223,92.2935122,47,0.007364337,308.7681,0.03118903,1338
15,cycles,1545.08182,0x62,0xC0F1,0x80F1,0xD473,0xA836,0xD46F,0xA837,-43.5665759,-87.78356033,5,0.002134331,34.92706,0.00482932,1707
15,exact,1.84823598,0x62,0xBE80,0x555F,0xC459,0x4DC0,0xC459,0x4DC0,-59.65429532,77.75194563,0,0.002787342,0.7661811,0.002846461,1612
16,score,0.00745597311,0x62,0x8010,0x062F,0x9E1F,0x0496,0x9E1D,0x04BB,-97.88573265,4.731103895,39,0.01399978,304.5308,0.03749752,1354
16,size,0.0030095483,0x62,0x05E0,0x8000,0x0496,0x9E1F,0x047E,0x9E1A,4.493316405,-97.89693615,29,0.01399978,196.5061,0.02916228,1338
16,angle,57.6256656,0x62,0xEA51,0x7FF0,0xEFC6,0x60A3,0xEFA0,0x609F,-16.37607189,96.62206927,42,0.01063811,315.4403,0.03497764,1341
16,diff,9.11731707,0x62,0x2DAF,0x7FF0,0x20D0,0x5C56,0x20F5,0x5C4B,32.95561152,92.2926198,48,0.007364337,314.3537,0.03162002,1325
16,cycles,1544.82958,0x62,0x81D1,0x8001,0xBB42,0xBA28,0xBB33,0xBA36,-68.80057739,-69.78882826,29,0.001885918,168.6749,0.01490096,1386
16,exact,1.84700654,0x62,0x8546,0x7FFE,0xBC2D,0x46BC,0xBC2D,0x46BC,-67.82613494,70.73623838,0,0.002725695,0.196695,0.002740872,1350
5,score,0.00119863657,0x63,0x0008,0x000B,0x3A3A,0x5010,0x3A3B,0x5011,58.22899807,80.06487235,2,0.003384983,1.196765,0.003477326,890
5,size,0.0010531185,0x63,0x0008,0x000B,0x3A3A,0x5010,0x3A3B,0x5011,58.22899807,80.06487235,2,0.003384983,1.196765,0.003477326,890
5,angle,1.88591429,0x63,0xFFE1,0x001B,0xB559,0x4106,0xB559,0x4105,-74.65407799,65.02129374,1,0.0001012737,5.74122,0.0005442691,893
5,diff,0.173387097,0x63,0x0008,0x000B,0x3A3A,0x5010,0x3A3B,0x5011,58.22899807,80.06487235,2,0.003384983,1.196765,0.003477326,890
5,cycles,900.296875,0x63,0xFFFF,0xFFFF,0xB9FF,0xB9FF,0xB9FF,0xB9FF,-70.00357134,-70.00357134,0,0.0004784221,0,0.0004784221,961
5,exact,83.0645161,0x63,0xFFE2,0x0016,0xB02A,0x3A8C,0xB02A,0x3A8C,-79.83409459,58.5450027,0,0.002619539,0.8750453,0.002687058,893
6,score,0.00121100408,0x63,0xFFD0,0x0017,0xA6B9,0x2AC7,0xA6B8,0x2AC8,-89.27978684,42.77989786,2,0.0033403,2.599502,0.003540879,880
6,size,0.00105908549,0x63,0x0018,0x0021,0x3A3A,0x5010,0x3A3B,0x5011,58.22899807,80.06487235,2,0.003384983,1.196765,0.003477326,875
6,angle,1.9688649,0x63,0xFFDB,0x002E,0xC1F4,0x4D25,0xC1F3,0x4D24,-62.04910584,77.14213158,2,0.000476476,6.755268,0.0009977158,880
6,diff,0.189484127,0x63,0x0001,0x003B,0x01AE,0x62FD,0x01AD,0x62FC,1.677725136,98.98578301,2,0.002556721,3.999655,0.002865337,875
6,cycles,887.648438,0x63,0xFFE1,0xFFC1,0xD44A,0xA72C,0xD44A,0xA72C,-43.70925747,-88.82849099,0,0.0004175491,3.47733,0.0006858616,907
6,exact,81.8948413,0x63,0x0029,0x0033,0x3E07,0x4D28,0x3E07,0x4D28,62.02913427,77.15819141,0,0.002661566,0.3731294,0.002690357,864
7,score,0.00235644422,0x63,0x0005,0x0041,0x0798,0x62B2,0x0798,0x62B5,7.59295339,98.70839406,3,0.01311305,3.745706,0.01340207,1683
7,size,0.00208569366,0x63,0x0011,0x0041,0x190C,0x5FC4,0x190D,0x5FC7,25.04974669,95.77844325,4,0.01326035,0.9692075,0.01333513,1683
7,angle,3.5089272,0x63,0x0041,0x0022,0x57B8,0x2DE5,0x57B9,0x2DE3,87.72372307,45.88625514,3,0.0005759622,20.08166,0.002125473,1342
7,diff,0.802780512,0x63,0x0015,0x0040,0x1EDB,0x5E0F,0x1EDE,0x5E11,30.86527137,94.06558894,5,0.00980045,14.86323,0.0109473,1343
7,cycles,1212.66083,0x63,0xFFC1,0xFF81,0xD402,0xA751,0xD401,0xA750,-43.9945949,-88.68751671,2,0.004630444,0.8611621,0.004696891,1715
7,exact,46.2229331,0x63,0x0052,0x0066,0x3E07,0x4D28,0x3E07,0x4D28,62.02913427,77.15819141,0,0.002661566,0.3731294,0.002690357,851
8,score,0.00290485318,0x63,0xFF7F,0x0006,0x9D1F,0x0499,0x9D1B,0x049A,-98.89308852,4.599678536,5,0.01440495,2.836391,0.01462381,1619
8,size,0.00264568095,0x63,0x0006,0x0081,0x0499,0x62E1,0x049A,0x62E5,4.599678536,98.89308852,5,0.01440495,2.836391,0.01462381,1614
8,angle,3.35887218,0x63,0x0082,0x0044,0x57B8,0x2DE5,0x57B9,0x2DE3,87.72372307,45.88625514,3,0.0005759622,20.08166,0.002125473,1329
8,diff,0.987101716,0x63,0x0006,0x0081,0x0499,0x62E1,0x049A,0x62E5,4.599678536,98.89308852,5,0.01440495,2.836391,0.01462381,1614
8,cycles,1398.61603,0x63,0xFF82,0xFF02,0xD402,0xA751,0xD401,0xA750,-43.9945949,-88.68751671,2,0.004630444,0.8611621,0.004696891,1702
8,exact,32.2855392,0x63,0x007F,0x00C1,0x366B,0x52B3,0x366B,0x52B3,54.41990344,82.70111311,0,0.002672698,1.197731,0.002765116,1586
9,score,0.00313107477,0x63,0xFEFE,0x000C,0x9D1F,0x0499,0x9D1B,0x049A,-98.89308852,4.599678536,5,0.01440495,2.836391,0.01462381,1706
9,size,0.0028884914,0x63,0x000C,0x0102,0x0499,0x62E1,0x049A,0x62E5,4.599678536,98.89308852,5,0.01440495,2.836391,0.01462381,1701
9,angle,3.14388046,0x63,0x0104,0x0088,0x57B8,0x2DE5,0x57B9,0x2DE3,87.72372307,45.88625514,3,0.0005759622,20.08166,0.002125473,1416
9,diff,1.03501865,0x63,0x000C,0x0102,0x0499,0x62E1,0x049A,0x62E5,4.599678536,98.89308852,5,0.01440495,2.836391,0.01462381,1701
9,cycles,1548.65945,0x63,0xFF04,0xFE04,0xD402,0xA751,0xD401,0xA750,-43.9945949,-88.68751671,2,0.004630444,0.8611621,0.004696891,1789
9,exact,28.2389004,0x63,0x00F5,0x01C1,0x2F6B,0x56E7,0x2F6B,0x56E7,47.41992124,86.90426382,0,0.002647165,1.654834,0.002774853,1653
10,score,0.00321635923,0x63,0xFDFC,0x0018,0x9D1F,0x0499,0x9D1B,0x049A,-98.89308852,4.599678536,5,0.01440495,2.836391,0.01462381,1693
10,size,0.00298153115,0x63,0x0018,0x0204,0x0499,0x62E1,0x049A,0x62E5,4.599678536,98.89308852,5,0.01440495,2.836391,0.01462381,1688
10,angle,3.04337192,0x63,0x00F7,0x0200,0x2B01,0x592A,0x2B04,0x592B,43.01580471,89.16636443,4,0.007315877,20.24543,0.008878024,1384
10,diff,1.051165,0x63,0x0018,0x0203,0x049B,0x62E1,0x049C,0x62E5,4.608590615,98.8926736,5,0.01403811,5.162742,0.01443647,1640
10,cycles,1594.42066,0x63,0xFE08,0xFC08,0xD402,0xA751,0xD401,0xA750,-43.9945949,-88.68751671,2,0.004630444,0.8611621,0.004696891,1776
10,exact,27.0892519,0x63,0x02B6,0x03F1,0x381A,0x5191,0x381A,0x5191,56.10350677,81.56835494,0,0.002734741,1.036768,0.002814738,1573
11,score,0.00616108688,0x63,0xFBFE,0x002D,0x9D1D,0x046F,0x9D18,0x0457,-98.90491555,4.337934893,29,0.0140817,200.8017,0.02957566,1580
11,size,0.00300443223,0x63,0x002F,0x0407,0x0499,0x62E1,0x0482,0x62E6,4.50841192,98.89729128,28,0.01440495,187.5176,0.0288739,1675
11,angle,40.9102443,0x63,0xFFA1,0x040A,0xF6D8,0x6293,0xF6F1,0x6296,-9.057596354,98.58478558,28,0.001461513,206.6984,0.01741047,1397
11,diff,6.79145506,0x63,0x008B,0x0402,0x0D62,0x6214,0x0D4A,0x621B,13.29086387,98.10378656,31,0.0131716,197.0429,0.02837552,1571
11,cycles,1596.29238,0x63,0xFC10,0xF810,0xD402,0xA751,0xD401,0xA750,-43.9945949,-88.68751671,2,0.004630444,0.8611621,0.004696891,1763
11,exact,12.5609754,0x63,0x056C,0x07E2,0x381A,0x5191,0x381A,0x5191,56.10350677,81.56835494,0,0.002734741,1.036768,0.002814738,1560
12,score,0.00710738147,0x63,0xF801,0x00E6,0x9D9F,0x0AF3,0x9D9E,0x0B0E,-98.3809344,11.05403757,28,0.01380268,216.5807,0.03051415,1390
12,size,0.00301032417,0x63,0x005E,0x080E,0x0499,0x62E1,0x0482,0x62E6,4.50841192,98.89729128,28,0.01440495,187.5176,0.0288739,1662
12,angle,53.0978627,0x63,0xFDC2,0x0819,0xE57A,0x5F61,0xE595,0x5F69,-26.41839862,95.4100006,35,0.001895262,228.203,0.01950352,1380
12,diff,8.58476511,0x63,0x0382,0x0821,0x2752,0x5ADA,0x2739,0x5AE6,39.2245733,90.89792544,37,0.004625228,221.429,0.0217108,1550
12,cycles,1586.92283,0x63,0xF81F,0xF01F,0xD402,0xA751,0xD3FF,0xA751,-44.00341758,-88.68313955,3,0.004630444,21.381,0.006280212,1750
12,exact,5.44620189,0x63,0x0AD8,0x0FC4,0x381A,0x5191,0x381A,0x5191,56.10350677,81.56835494,0,0.002734741,1.036768,0.002814738,1547
13,score,0.00736839204,0x63,0xF002,0x01CD,0x9D9F,0x0AF3,0x9D9F,0x0B14,-98.37826521,11.07776753,33,0.01380268,266.3335,0.0343531,1377
13,size,0.00301161276,0x63,0x00BC,0x101C,0x0499,0x62E1,0x0482,0x62E6,4.50841192,98.89729128,28,0.01440495,187.5176,0.0288739,1649
13,angle,56.4638594,0x63,0x03C5,0x0FFE,0x1695,0x6061,0x16B7,0x605C,22.71293688,96.35934048,39,0.01101119,274.8475,0.03221856,1392
13,diff,9.06174665,0x63,0x065D,0x0FFE,0x247B,0x5C07,0x249A,0x5BFC,36.60104044,91.98567192,42,0.005833259,265.5249,0.02632129,1372
13,cycles,1574.81561,0x63,0xF03D,0xE03D,0xD402,0xA751,0xD3FE,0xA752,-44.00782681,-88.68095162,5,0.004630444,31.63638,0.007071522,1737
13,exact,2.81854494,0x63,0x15B0,0x1F88,0x381A,0x5191,0x381A,0x5191,56.10350677,81.56835494,0,0.002734741,1.036768,0.002814738,1534
14,score,0.00743648217,0x63,0x1FFC,0x039B,0x6261,0x0AF3,0x6260,0x0B17,98.37692853,11.08963178,37,0.01380268,291.2088,0.03627249,1348
14,size,0.0030118429,0x63,0x0178,0x2038,0x0499,0x62E1,0x0482,0x62E6,4.50841192,98.89729128,28,0.01440495,187.5176,0.0288739,1636
14,angle,57.343325,0x63,0x078B,0x1FFC,0x1695,0x6061,0x16B9,0x605B,22.72408535,96.35671199,42,0.01101119,298.7121,0.03405996,1379
14,diff,9.17718495,0x63,0x0F7B,0x1FFC,0x2B01,0x592A,0x2B21,0x591C,43.12991905,89.1112231,46,0.007315877,284.3029,0.02925283,1359
14,cycles,1562.03149,0x63,0xE079,0xC079,0xD402,0xA751,0xD3FD,0xA752,-44.01003089,-88.67985781,6,0.004630444,36.76293,0.00746709,1724
14,exact,2.01733238,0x63,0xDE65,0x1AFD,0xB2D0,0x3DFD,0xB2D0,0x3DFD,-77.18945295,61.99022788,0,0.002769304,0.6144405,0.002816714,1343
15,score,0.00745387815,0x63,0x0737,0x3FF8,0x0AF3,0x6261,0x0B18,0x6260,11.09556373,98.37625966,38,0.01380268,303.6462,0.03723217,1346
15,size,0.00301185444,0x63,0x02F0,0x4070,0x0499,0x62E1,0x0482,0x62E6,4.50841192,98.89729128,28,0.01440495,187.5176,0.0288739,1623
15,angle,57.5686272,0x63,0x0F17,0x3FF8,0x1695,0x6061,0x16BB,0x605B,22.72965925,96.35539731,44,0.01101119,310.6438,0.03498062,1366
15,diff,9.20179402,0x63,0x1AD7,0x3FF8,0x262B,0x5B57,0x264E,0x5B4A,38.30322159,91.28999516,48,0.00632152,300.0531,0.02947376,1342
15,cycles,1549.08182,0x63,0xC0F1,0x80F1,0xD402,0xA751,0xD3FD,0xA752,-44.0111328,-88.67931094,6,0.004630444,39.32592,0.007664851,1711
15,exact,1.80415476,0x63,0x4719,0x64B6,0x3918,0x50E0,0x3918,0x50E0,57.09570077,80.87694946,0,0.002745094,0.9779197,0.002820551,1644
16,score,0.00746036423,0x63,0x8010,0x0E6F,0x9D9F,0x0AF3,0x9DA0,0x0B19,-98.3759251,11.09852965,39,0.01380268,309.8649,0.037712,1338
16,size,0.00301403856,0x63,0x0E20,0x8000,0x0AF3,0x9D9F,0x0ADC,0x9D99,10.85888788,-98.40266538,29,0.01380268,192.5235,0.02865788,1322
16,angle,57.6243807,0x63,0x8010,0x1E2F,0x9F9F,0x1695,0x9FA5,0x16BC,-96.35473986,22.73244611,45,0.01101119,316.6096,0.03544094,1358
16,diff,9.21037609,0x63,0x2D2F,0x7FF0,0x20D4,0x5D65,0x20F8,0x5D59,32.968125,93.34935851,48,0.00395754,306.393,0.02759898,1325
16,cycles,1548.82958,0x63,0x81D1,0x8001,0xBA8E,0xB972,0xBA7F,0xB980,-69.5026241,-70.50095916,29,0.001962286,163.6257,0.01458773,1390
16,exact,1.80294483,0x63,0x8003,0x76FA,0xB77E,0x4367,0xB77E,0x4367,-72.50973588,67.4042892,0,0.002760897,0.2403343,0.002779441,1330
5,score,0.00108706156,0x64,0xFFE6,0x0019,0xB7EA,0x4550,0xB7EB,0x4550,-72.08330649,69.31087163,1,0.003025162,1.340246,0.003128576,889
5,size,0.000940686637,0x64,0x0019,0x001A,0x4550,0x4816,0x4550,0x4815,69.31087163,72.08330649,1,0.003025162,1.340246,0.003128576,873
5,angle,1.89701899,0x64,0x0009,0x000A,0x42E5,0x4A55,0x42E5,0x4A54,66.89647316,74.32941462,1,0.0006459025,6.58773,0.001154215,886
5,diff,0.131048387,0x64,0x0001,0x0013,0x0541,0x63DC,0x0542,0x63DD,5.255883312,99.86178293,2,0.0025085,3.811398,0.002802589,884
5,cycles,896.296875,0x64,0xFFFF,0xFFFF,0xB94A,0xB94A,0xB94A,0xB94A,-70.71067812,-70.71067812,0,0.0003668206,0,0.0003668206,957
5,exact,87.2983871,0x64,0x0011,0x0012,0x44AA,0x48B4,0x44AA,0x48B4,68.6623533,72.70131525,0,0.002489288,0,0.002489288,873
6,score,0.00113426227,0x64,0x0035,0x0033,0x480E,0x4556,0x480F,0x4557,72.0571759,69.33803719,2,0.003248954,0.4381882,0.003282765,860
6,size,0.000980671954,0x64,0x0033,0x0035,0x4556,0x480E,0x4557,0x480F,69.33803719,72.0571759,2,0.003248954,0.4381882,0.003282765,860
6,angle,1.99053052,0x64,0x0033,0x0037,0x43FF,0x4953,0x43FE,0x4954,67.99395636,73.32681568,2,0.0004508982,6.874913,0.00098137,860
6,diff,0.165178571,0x64,0x0002,0x0026,0x0541,0x63DC,0x0542,0x63DD,5.255883312,99.86178293,2,0.0025085,3.811398,0.002802589,871
6,cycles,883.648438,0x64,0xFFE1,0xFFC1,0xD3D9,0xA646,0xD3D9,0xA646,-44.15076512,-89.72574847,0,0.001427373,2.180264,0.001595603,903
6,exact,84.2261905,0x64,0x001E,0x0035,0x3143,0x5707,0x3143,0x5707,49.25982199,87.02568551,0,0.002377444,1.719847,0.002510148,871
7,score,0.00231630294,0x64,0x0005,0x0041,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1679
7,size,0.00204196432,0x64,0x0005,0x0041,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1679
7,angle,3.55542841,0x64,0x0032,0x0041,0x3CFA,0x4F41,0x3CF9,0x4F43,60.97107608,79.26239891,3,0.003385906,19.65096,0.004902184,1349
7,diff,0.800442913,0x64,0x000B,0x0042,0x106F,0x62A1,0x1071,0x62A4,16.43989873,98.63939238,5,0.01137989,9.273246,0.01209542,1339
7,cycles,1208.66083,0x64,0xFFC1,0xFF81,0xD390,0xA66B,0xD390,0xA66B,-44.43898475,-89.58335021,0,0.001841371,1.534548,0.001959778,1711
7,exact,47.1579724,0x64,0x004D,0x006F,0x38FF,0x522A,0x38FF,0x522A,56.99795719,82.16588633,0,0.002560686,1.013944,0.002638923,1668
8,score,0.00287653214,0x64,0x000A,0x0082,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1666
8,size,0.00261462125,0x64,0x000A,0x0082,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1666
8,angle,3.39436511,0x64,0x0064,0x0082,0x3CFA,0x4F41,0x3CF9,0x4F43,60.97107608,79.26239891,3,0.003385906,19.65096,0.004902184,1336
8,diff,0.996415441,0x64,0x0016,0x0084,0x106F,0x62A1,0x1071,0x62A4,16.43989873,98.63939238,5,0.01137989,9.273246,0.01209542,1326
8,cycles,1394.61603,0x64,0xFF82,0xFF02,0xD390,0xA66B,0xD390,0xA66B,-44.43898475,-89.58335021,0,0.001841371,1.534548,0.001959778,1698
8,exact,32.1875,0x64,0xFF27,0x00D6,0xB8CD,0x4637,0xB8CD,0x4637,-71.20113901,70.21679147,0,0.00273487,0.07931321,0.00274099,1615
9,score,0.00310549125,0x64,0x0014,0x0104,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1753
9,size,0.00286206834,0x64,0x0014,0x0104,0x07AB,0x63B1,0x07AB,0x63B5,7.669649888,99.70544855,4,0.01412987,1.236096,0.01422525,1753
9,angle,3.15476102,0x64,0x00A5,0x0100,0x362A,0x540E,0x362D,0x540E,54.17528857,84.05378105,3,0.005319355,20.47701,0.006899371,1389
9,diff,1.04268591,0x64,0x002B,0x0101,0x107F,0x629E,0x1081,0x62A1,16.5021285,98.62900058,5,0.0126469,8.257011,0.01328402,1649
9,cycles,1544.65945,0x64,0xFF04,0xFE04,0xD390,0xA66B,0xD390,0xA66B,-44.43898475,-89.58335021,0,0.001841371,1.534548,0.001959778,1785
9,exact,28.0332681,0x64,0xFEDD,0x01B1,0xC839,0x52FF,0xC839,0x52FF,-55.77927464,82.99802721,0,0.002681768,1.081122,0.002765188,1654
10,score,0.00319313667,0x64,0x0027,0x0202,0x0790,0x63B3,0x0791,0x63B7,7.565801396,99.7133825,5,0.0143729,4.580423,0.01472633,1620
10,size,0.00295835236,0x64,0x0017,0x0205,0x0472,0x63E3,0x0472,0x63E7,4.444346948,99.90119008,4,0.01441411,3.31671,0.01467003,1720
10,angle,3.04280469,0x64,0x0209,0x00F0,0x5AD2,0x29D9,0x5AD4,0x29D7,90.82652847,41.83947569,4,0.002222544,20.69057,0.003819039,1379
10,diff,1.05681245,0x64,0x0019,0x0200,0x04E0,0x63DE,0x04E1,0x63E2,4.877002122,99.88100345,5,0.01389714,2.735317,0.0141082,1380
10,cycles,1590.42066,0x64,0xFE08,0xFC08,0xD390,0xA66B,0xD390,0xA66B,-44.43898475,-89.58335021,0,0.001841371,1.534548,0.001959778,1772
10,exact,26.9470155,0x64,0xFDE8,0x0309,0xC738,0x5250,0xC738,0x5250,-56.78319759,82.31444874,0,0.002709998,1.024314,0.002789034,1705
11,score,0.00613905957,0x64,0x002D,0x040A,0x0472,0x63E3,0x0459,0x63E8,4.347915382,99.90543344,30,0.01441411,202.4136,0.03003244,1707
11,size,0.00298207623,0x64,0x002D,0x0409,0x0472,0x63E3,0x045A,0x63E8,4.352116431,99.90525053,29,0.01441411,193.7401,0.02936319,1707
11,angle,40.9145041,0x64,0x009F,0x040A,0x0F4C,0x62D2,0x0F33,0x62D7,15.19853545,98.83827457,30,0.002757301,206.1201,0.01866163,1377
11,diff,6.85784838,0x64,0x00D5,0x040C,0x143B,0x61EC,0x1423,0x61F4,20.13861402,97.95119308,32,0.01017317,197.7808,0.02543403,1671
11,cycles,1592.29238,0x64,0xFC10,0xF810,0xD390,0xA66B,0xD390,0xA66B,-44.43898475,-89.58335021,0,0.001841371,1.534548,0.001959778,1759
11,exact,12.4907776,0x64,0xFBD0,0x0612,0xC738,0x5250,0xC738,0x5250,-56.78319759,82.31444874,0,0.002709998,1.024314,0.002789034,1692
12,score,0.00708552604,0x64,0x005A,0x0815,0x0472,0x63E3,0x0459,0x63E8,4.345817894,99.90552471,30,0.01441411,206.7441,0.03036658,1694
12,size,0.00298816756,0x64,0x005A,0x0812,0x0472,0x63E3,0x045A,0x63E8,4.352116431,99.90525053,29,0.01441411,193.7401,0.02936319,1694
